#	Pokémon		Item	Moves				Nature	EVs
									HP	Attack	Defense	Sp. Atk	Sp. Def	Speed
297		Hariyama	Flame Orb	{MoveID:324s,MovePP:10b}	{MoveID:415s,MovePP:5b}	{MoveID:293s,MovePP:5b}	{MoveID:58s,MovePP:10b}	Brave	-	252	252	-	-	-
416		Vespiquen	Sitrus Berry	{MoveID:472s,MovePP:15b}	{MoveID:473s,MovePP:10b}	{MoveID:405s,MovePP:10b}	{MoveID:142s,MovePP:10b}	Impish	170	-	170	-	170	-
26		Raichu	Focus Sash	{MoveID:68s,MovePP:15b}	{MoveID:237s,MovePP:15b}	{MoveID:123s,MovePP:20b}	{MoveID:324s,MovePP:10b}	Jolly	-	252	-	-	-	252
87		Dewgong	Quick Claw	{MoveID:324s,MovePP:10b}	{MoveID:104s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:471s,MovePP:20b}	Mild	-	-	-	252	252	-
310		Manectric	Air Balloon	{MoveID:122s,MovePP:15b}	{MoveID:205s,MovePP:5b}	{MoveID:524s,MovePP:20b}	{MoveID:133s,MovePP:30b}	Timid	-	-	-	252	-	252
398		Staraptor	Choice Band	{MoveID:415s,MovePP:5b}	{MoveID:443s,MovePP:15b}	{MoveID:254s,MovePP:20b}	{MoveID:59s,MovePP:5b}	Mild	-	252	-	-	-	252
423		Gastrodon	Leftovers	{MoveID:267s,MovePP:10b}	{MoveID:266s,MovePP:10b}	{MoveID:104s,MovePP:15b}	{MoveID:139s,MovePP:10b}	Quiet	-	-	252	252	-	-
435		Skuntank	Life Orb	{MoveID:225s,MovePP:5b}	{MoveID:259s,MovePP:5b}	{MoveID:501s,MovePP:15b}	{MoveID:433s,MovePP:20b}	Jolly	-	252	-	-	-	252
539		Sawk	Expert Belt	{MoveID:415s,MovePP:5b}	{MoveID:268s,MovePP:10b}	{MoveID:499s,MovePP:20b}	{MoveID:58s,MovePP:10b}	Jolly	-	252	-	-	-	252
538		Throh	Expert Belt	{MoveID:58s,MovePP:10b}	{MoveID:492s,MovePP:10b}	{MoveID:268s,MovePP:10b}	{MoveID:187s,MovePP:10b}	Adamant	-	170	170	-	170	-
521		Unfezant	Power Herb	{MoveID:175s,MovePP:5b}	{MoveID:25s,MovePP:20b}	{MoveID:293s,MovePP:5b}	{MoveID:254s,MovePP:20b}	Jolly	-	252	-	-	-	252
45		Vileplume	Big Root	{MoveID:26s,MovePP:15b}	{MoveID:341s,MovePP:20b}	{MoveID:16s,MovePP:10b}	{MoveID:276s,MovePP:10b}	Modest	252	-	-	252	-	-
71		Victreebel	Focus Sash	{MoveID:19s,MovePP:5b}	{MoveID:24s,MovePP:10b}	{MoveID:27s,MovePP:10b}	{MoveID:371s,MovePP:10b}	Modest	-	-	-	252	-	252
101		Electrode	Air Balloon	{MoveID:122s,MovePP:15b}	{MoveID:318s,MovePP:20b}	{MoveID:381s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Timid	-	-	-	252	-	252
272		Ludicolo	Leftovers	{MoveID:216s,MovePP:5b}	{MoveID:4s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:276s,MovePP:10b}	Bold	-	-	170	170	170	-
275		Shiftry	Heat Rock	{MoveID:19s,MovePP:5b}	{MoveID:24s,MovePP:10b}	{MoveID:269s,MovePP:15b}	{MoveID:184s,MovePP:5b}	Hardy	-	-	252	252	-	-
295		Exploud	Expert Belt	{MoveID:58s,MovePP:10b}	{MoveID:201s,MovePP:15b}	{MoveID:67s,MovePP:15b}	{MoveID:260s,MovePP:15b}	Adamant	-	252	252	-	-	-
428		Lopunny	Chople Berry	{MoveID:311s,MovePP:5b}	{MoveID:324s,MovePP:10b}	{MoveID:331s,MovePP:20b}	{MoveID:318s,MovePP:20b}	Jolly	252	-	-	-	-	252
478		Froslass	Icy Rock	{MoveID:220s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:448s,MovePP:30b}	{MoveID:227s,MovePP:15b}	Timid	-	-	-	252	-	252
549		Lilligant	Leftovers	{MoveID:494s,MovePP:20b}	{MoveID:33s,MovePP:10b}	{MoveID:4s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Bold	252	-	252	-	-	-
555		Darmanitan	Assault Vest	{MoveID:129s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:211s,MovePP:15b}	{MoveID:205s,MovePP:5b}	Sassy	-	-	252	-	252	-
424		Ambipom	Life Orb	{MoveID:324s,MovePP:10b}	{MoveID:475s,MovePP:10b}	{MoveID:268s,MovePP:10b}	{MoveID:201s,MovePP:15b}	Jolly	-	252	-	-	-	252
563		Cofagrigus	Maranga Berry	{MoveID:207s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:270s,MovePP:5b}	{MoveID:455s,MovePP:5b}	Quiet	252	-	-	252	-	-
623		Golurk	Lum Berry	{MoveID:308s,MovePP:5b}	{MoveID:382s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	Adamant	252	252	-	-	-	-
632		Durant	Occa Berry	{MoveID:435s,MovePP:15b}	{MoveID:464s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:208s,MovePP:15b}	Jolly	-	252	-	-	-	252
76		Golem	Focus Sash	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:184s,MovePP:5b}	{MoveID:489s,MovePP:15b}	Jolly	-	252	-	-	-	252
80		Slowbro	Leftovers	{MoveID:129s,MovePP:10b}	{MoveID:104s,MovePP:15b}	{MoveID:365s,MovePP:10b}	{MoveID:165s,MovePP:20b}	Bold	252	-	252	-	-	-
110		Weezing	Black Sludge	{MoveID:27s,MovePP:10b}	{MoveID:124s,MovePP:10b}	{MoveID:158s,MovePP:5b}	{MoveID:227s,MovePP:15b}	Modest	252	-	-	252	-	-
115		Kangaskhan	Chople Berry	{MoveID:324s,MovePP:10b}	{MoveID:12s,MovePP:15b}	{MoveID:515s,MovePP:10b}	{MoveID:259s,MovePP:5b}	Jolly	-	252	-	-	-	252
128		Tauros	Life Orb	{MoveID:12s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:268s,MovePP:10b}	{MoveID:59s,MovePP:5b}	Jolly	-	252	-	-	-	252
442		Spiritomb	Leftovers	{MoveID:207s,MovePP:15b}	{MoveID:559s,MovePP:30b}	{MoveID:37s,MovePP:15b}	{MoveID:230s,MovePP:10b}	Careful	252	-	-	-	252	-
615		Cryogonal	Occa Berry	{MoveID:292s,MovePP:15b}	{MoveID:221s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:385s,MovePP:5b}	Timid	-	-	-	252	-	252
621		Druddigon	Quick Claw	{MoveID:260s,MovePP:15b}	{MoveID:55s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	Adamant	252	252	-	-	-	-
518		Musharna	Scope Lens	{MoveID:129s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:33s,MovePP:10b}	{MoveID:346s,MovePP:10b}	Modest	-	-	252	252	-	-
560		Scrafty	Muscle Band	{MoveID:38s,MovePP:10b}	{MoveID:268s,MovePP:10b}	{MoveID:168s,MovePP:10b}	{MoveID:331s,MovePP:20b}	Adamant	252	252	-	-	-	-
598		Ferrothorn	Custap Berry	{MoveID:21s,MovePP:10b}	{MoveID:268s,MovePP:10b}	{MoveID:184s,MovePP:5b}	{MoveID:218s,MovePP:5b}	Brave	252	252	-	-	-	-
65		Alakazam	Wise Glasses	{MoveID:129s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:381s,MovePP:15b}	{MoveID:36s,MovePP:20b}	Timid	-	-	-	252	-	252
199		Slowking	Choice Specs	{MoveID:129s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:381s,MovePP:15b}	{MoveID:442s,MovePP:5b}	Modest	-	-	-	252	252	-
241		Miltank	Scope Lens	{MoveID:178s,MovePP:10b}	{MoveID:31s,MovePP:15b}	{MoveID:68s,MovePP:15b}	{MoveID:67s,MovePP:15b}	Adamant	-	252	252	-	-	-
334		Altaria	Power Herb	{MoveID:401s,MovePP:20b}	{MoveID:438s,MovePP:10b}	{MoveID:175s,MovePP:5b}	{MoveID:58s,MovePP:10b}	Jolly	-	252	-	-	-	252
454		{MoveID:16s,MovePP:10b}roak	Focus Sash	{MoveID:27s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:227s,MovePP:15b}	{MoveID:269s,MovePP:15b}	Modest	-	-	-	252	-	252
576		Gothitelle	Kee Berry	{MoveID:298s,MovePP:20b}	{MoveID:22s,MovePP:25b}	{MoveID:129s,MovePP:10b}	{MoveID:229s,MovePP:10b}	Modest	252	-	-	252	-	-
579		Reuniclus	Colbur Berry	{MoveID:224s,MovePP:20b}	{MoveID:129s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:227s,MovePP:15b}	Quiet	-	-	252	252	-	-
625		Bisharp	Chople Berry	{MoveID:464s,MovePP:15b}	{MoveID:434s,MovePP:15b}	{MoveID:499s,MovePP:20b}	{MoveID:259s,MovePP:5b}	Jolly	-	252	-	-	-	252
460		Abomasnow	Focus Sash	{MoveID:106s,MovePP:5b}	{MoveID:470s,MovePP:15b}	{MoveID:442s,MovePP:5b}	{MoveID:448s,MovePP:30b}	Quiet	252	-	-	252	-	-
31		Nidoqueen	Black Sludge	{MoveID:27s,MovePP:10b}	{MoveID:266s,MovePP:10b}	{MoveID:51s,MovePP:15b}	{MoveID:105s,MovePP:10b}	Modest	252	-	-	252	-	-
34		Nidoking	Black Sludge	{MoveID:266s,MovePP:10b}	{MoveID:27s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:292s,MovePP:15b}	Modest	-	-	-	252	-	252
346		Cradily	Leftovers	{MoveID:267s,MovePP:10b}	{MoveID:16s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:58s,MovePP:10b}	Relaxed	252	-	252	-	-	-
348		Armaldo	Life Orb	{MoveID:435s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:215s,MovePP:15b}	Adamant	252	-	-	-	252	-
409		Rampardos	Choice Scarf	{MoveID:478s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:201s,MovePP:15b}	{MoveID:68s,MovePP:15b}	Jolly	-	252	-	-	-	252
411		Bastiodon	Leftovers	{MoveID:286s,MovePP:5b}	{MoveID:126s,MovePP:5b}	{MoveID:26s,MovePP:15b}	{MoveID:215s,MovePP:15b}	Careful	252	-	-	-	252	-
419		Floatzel	Damp Rock	{MoveID:104s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:216s,MovePP:5b}	Hasty	-	-	-	252	-	252
429		Mismagius	Sitrus Berry	{MoveID:292s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:122s,MovePP:15b}	{MoveID:270s,MovePP:5b}	Timid	-	-	-	252	-	252
565		Carracosta	Damp Rock	{MoveID:216s,MovePP:5b}	{MoveID:159s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	Adamant	-	252	-	-	-	252
589		Escavalier	Life Orb	{MoveID:309s,MovePP:10b}	{MoveID:215s,MovePP:15b}	{MoveID:433s,MovePP:20b}	{MoveID:464s,MovePP:15b}	Brave	252	252	-	-	-	-
617		Accelgor	Focus Sash	{MoveID:254s,MovePP:20b}	{MoveID:436s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:519s,MovePP:5b}	Timid	252	-	-	-	-	252
523		Zebstrika	Air Balloon	{MoveID:204s,MovePP:20b}	{MoveID:16s,MovePP:10b}	{MoveID:263s,MovePP:15b}	{MoveID:524s,MovePP:20b}	Jolly	-	252	-	-	-	252
426		Drifblim	Wise Glasses	{MoveID:227s,MovePP:15b}	{MoveID:122s,MovePP:15b}	{MoveID:292s,MovePP:15b}	{MoveID:270s,MovePP:5b}	Timid	-	-	252	-	-	252
537		Seismitoad	Damp Rock	{MoveID:216s,MovePP:5b}	{MoveID:386s,MovePP:10b}	{MoveID:266s,MovePP:10b}	{MoveID:27s,MovePP:10b}	Timid	-	-	-	252	-	252
62		Poliwrath	Leftovers	{MoveID:159s,MovePP:15b}	{MoveID:331s,MovePP:20b}	{MoveID:311s,MovePP:5b}	{MoveID:38s,MovePP:10b}	Adamant	252	252	-	-	-	-
78		Rapidash	Focus Sash	{MoveID:211s,MovePP:15b}	{MoveID:433s,MovePP:20b}	{MoveID:312s,MovePP:15b}	{MoveID:87s,MovePP:5b}	Jolly	-	252	-	-	-	252
89		Muk	Zoom Lens	{MoveID:463s,MovePP:5b}	{MoveID:268s,MovePP:10b}	{MoveID:559s,MovePP:30b}	{MoveID:232s,MovePP:10b}	Brave	252	252	-	-	-	-
94		Gengar	Payapa Berry	{MoveID:227s,MovePP:15b}	{MoveID:33s,MovePP:10b}	{MoveID:567s,MovePP:10b}	{MoveID:505s,MovePP:15b}	Timid	-	-	-	252	-	252
181		Ampharos	Chesto Berry	{MoveID:123s,MovePP:20b}	{MoveID:229s,MovePP:10b}	{MoveID:57s,MovePP:5b}	{MoveID:29s,MovePP:10b}	Modest	252	-	-	252	-	-
186		Politoed	Chesto Berry	{MoveID:159s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:243s,MovePP:10b}	{MoveID:29s,MovePP:10b}	Careful	-	252	-	-	252	-
127		Pinsir	Lax Incense	{MoveID:435s,MovePP:15b}	{MoveID:342s,MovePP:5b}	{MoveID:286s,MovePP:5b}	{MoveID:59s,MovePP:5b}	Adamant	-	252	252	-	-	-
212		Scizor	Life Orb	{MoveID:35s,MovePP:20b}	{MoveID:446s,MovePP:30b}	{MoveID:237s,MovePP:15b}	{MoveID:254s,MovePP:20b}	Brave	252	252	-	-	-	-
214		Heracross	Coba Berry	{MoveID:309s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:28s,MovePP:20b}	{MoveID:208s,MovePP:15b}	Jolly	-	252	-	-	-	252
217		Ursaring	{MoveID:16s,MovePP:10b} Orb	{MoveID:28s,MovePP:20b}	{MoveID:342s,MovePP:5b}	{MoveID:260s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Adamant	252	252	-	-	-	-
229		Houndoom	Air Balloon	{MoveID:51s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:27s,MovePP:10b}	{MoveID:207s,MovePP:15b}	Timid	-	-	-	252	-	252
232		Donphan	Maranga Berry	{MoveID:58s,MovePP:10b}	{MoveID:218s,MovePP:5b}	{MoveID:48s,MovePP:15b}	{MoveID:449s,MovePP:15b}	Brave	-	252	252	-	-	-
321		Wailord	Leftovers	{MoveID:159s,MovePP:15b}	{MoveID:447s,MovePP:10b}	{MoveID:429s,MovePP:20b}	{MoveID:232s,MovePP:10b}	Careful	-	-	252	-	252	-
344		Claydol	Luminous Moss	{MoveID:266s,MovePP:10b}	{MoveID:129s,MovePP:10b}	{MoveID:510s,MovePP:15b}	{MoveID:105s,MovePP:10b}	Modest	-	-	-	252	252	-
437		Bronzong	Quick Claw	{MoveID:464s,MovePP:15b}	{MoveID:288s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:184s,MovePP:5b}	Adamant	252	252	-	-	-	-
452		Drapion	Scope Lens	{MoveID:462s,MovePP:20b}	{MoveID:434s,MovePP:15b}	{MoveID:48s,MovePP:15b}	{MoveID:58s,MovePP:10b}	Jolly	-	252	-	-	-	252
405		Luxray	White Herb	{MoveID:449s,MovePP:15b}	{MoveID:450s,MovePP:15b}	{MoveID:342s,MovePP:5b}	{MoveID:123s,MovePP:20b}	Adamant	252	252	-	-	-	-
38		Ninetales	Wide Lens	{MoveID:158s,MovePP:5b}	{MoveID:383s,MovePP:20b}	{MoveID:130s,MovePP:20b}	{MoveID:99s,MovePP:20b}	Timid	-	-	-	-	252	252
68		Machamp	Choice Scarf	{MoveID:308s,MovePP:5b}	{MoveID:67s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	Jolly	-	252	-	-	-	252
213		Shuckle	Lax Incense	{MoveID:218s,MovePP:5b}	{MoveID:26s,MovePP:15b}	{MoveID:38s,MovePP:10b}	{MoveID:420s,MovePP:10b}	Relaxed	252	-	252	-	-	-
407		Roserade	White Herb	{MoveID:459s,MovePP:5b}	{MoveID:27s,MovePP:10b}	{MoveID:57s,MovePP:5b}	{MoveID:377s,MovePP:15b}	Timid	-	-	-	252	-	252
430		Honchkrow	Life Orb	{MoveID:249s,MovePP:25b}	{MoveID:269s,MovePP:15b}	{MoveID:353s,MovePP:10b}	{MoveID:227s,MovePP:15b}	Modest	252	-	-	252	-	-
526		Gigalith	Custap Berry	{MoveID:286s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:267s,MovePP:10b}	{MoveID:184s,MovePP:5b}	Adamant	252	252	-	-	-	-
534		Conkeldurr	Sitrus Berry	{MoveID:392s,MovePP:20b}	{MoveID:440s,MovePP:10b}	{MoveID:268s,MovePP:10b}	{MoveID:286s,MovePP:5b}	Adamant	-	252	-	-	252	-
530		Excadrill	Bright Powder	{MoveID:267s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:433s,MovePP:20b}	Adamant	-	170	170	-	170	-
553		Krookodile	Roseli Berry	{MoveID:58s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:286s,MovePP:5b}	{MoveID:222s,MovePP:10b}	Adamant	-	252	-	-	252	-
208		Steelix	Quick Claw	{MoveID:218s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:184s,MovePP:5b}	Brave	-	252	-	-	252	-
461		Weavile	Focus Sash	{MoveID:324s,MovePP:10b}	{MoveID:67s,MovePP:15b}	{MoveID:434s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Jolly	-	252	-	-	-	252
472		Gliscor	Expert Belt	{MoveID:203s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:435s,MovePP:15b}	{MoveID:286s,MovePP:5b}	Adamant	-	252	252	-	-	-
571		Zoroark	Sitrus Berry	{MoveID:35s,MovePP:20b}	{MoveID:434s,MovePP:15b}	{MoveID:254s,MovePP:20b}	{MoveID:259s,MovePP:5b}	Jolly	-	252	-	-	-	252
630		Mandibuzz	Sitrus Berry	{MoveID:445s,MovePP:20b}	{MoveID:269s,MovePP:15b}	{MoveID:209s,MovePP:15b}	{MoveID:206s,MovePP:15b}	Modest	170	-	170	-	170	-
628		Braviary	Choice Scarf	{MoveID:443s,MovePP:15b}	{MoveID:25s,MovePP:20b}	{MoveID:254s,MovePP:20b}	{MoveID:187s,MovePP:10b}	Adamant	-	252	-	-	-	252
73		Tentacruel	Focus Sash	{MoveID:103s,MovePP:5b}	{MoveID:27s,MovePP:10b}	{MoveID:276s,MovePP:10b}	{MoveID:318s,MovePP:20b}	Modest	252	-	-	252	-	-
142		Aerodactyl	Expert Belt	{MoveID:464s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:449s,MovePP:15b}	Jolly	-	252	-	-	-	252
233		Porygon2	Choice Specs	{MoveID:191s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:129s,MovePP:10b}	{MoveID:105s,MovePP:10b}	Modest	252	-	-	252	-	-
463		Lickilicky	Leftovers	{MoveID:25s,MovePP:20b}	{MoveID:218s,MovePP:5b}	{MoveID:232s,MovePP:10b}	{MoveID:29s,MovePP:10b}	Careful	252	-	-	-	252	-
469		Yanmega	Lum Berry	{MoveID:375s,MovePP:5b}	{MoveID:209s,MovePP:15b}	{MoveID:293s,MovePP:5b}	{MoveID:276s,MovePP:10b}	Modest	-	-	-	252	-	252
282		Gardevoir	Lum Berry	{MoveID:129s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:33s,MovePP:10b}	{MoveID:567s,MovePP:10b}	Timid	-	-	-	252	-	252
475		Gallade	Scope Lens	{MoveID:451s,MovePP:20b}	{MoveID:286s,MovePP:5b}	{MoveID:434s,MovePP:15b}	{MoveID:435s,MovePP:15b}	Adamant	-	252	-	-	252	-
103		Exeggutor	Expert Belt	{MoveID:459s,MovePP:5b}	{MoveID:129s,MovePP:10b}	{MoveID:27s,MovePP:10b}	{MoveID:320s,MovePP:5b}	Modest	252	-	-	252	-	-
121		Starmie	Focus Sash	{MoveID:104s,MovePP:15b}	{MoveID:129s,MovePP:10b}	{MoveID:439s,MovePP:20b}	{MoveID:381s,MovePP:15b}	Timid	-	-	-	252	-	252
330		Flygon	White Herb	{MoveID:456s,MovePP:5b}	{MoveID:266s,MovePP:10b}	{MoveID:51s,MovePP:15b}	{MoveID:276s,MovePP:10b}	Timid	-	-	-	252	-	252
601		Klinklang	Occa Berry	{MoveID:514s,MovePP:10b}	{MoveID:543s,MovePP:15b}	{MoveID:524s,MovePP:20b}	{MoveID:59s,MovePP:5b}	Adamant	-	252	-	-	-	252
609		Chandelure	White Herb	{MoveID:205s,MovePP:5b}	{MoveID:227s,MovePP:15b}	{MoveID:21s,MovePP:10b}	{MoveID:207s,MovePP:15b}	Modest	252	-	-	252	-	-
134		Vaporeon	Leftovers	{MoveID:386s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:429s,MovePP:20b}	{MoveID:346s,MovePP:10b}	Modest	252	-	-	252	-	-
135		Jolteon	King's Rock	{MoveID:124s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:216s,MovePP:5b}	{MoveID:346s,MovePP:10b}	Timid	-	-	-	252	-	252
136		Flareon	White Herb	{MoveID:342s,MovePP:5b}	{MoveID:25s,MovePP:20b}	{MoveID:207s,MovePP:15b}	{MoveID:205s,MovePP:5b}	Brave	252	252	-	-	-	-
196		Espeon	Lum Berry	{MoveID:129s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:57s,MovePP:5b}	{MoveID:36s,MovePP:20b}	Modest	-	-	-	252	-	252
197		Umbreon	Sitrus Berry	{MoveID:241s,MovePP:20b}	{MoveID:37s,MovePP:15b}	{MoveID:230s,MovePP:10b}	{MoveID:138s,MovePP:40b}	Impish	252	-	252	-	-	-
470		Leafeon	Heat Rock	{MoveID:19s,MovePP:5b}	{MoveID:400s,MovePP:15b}	{MoveID:435s,MovePP:15b}	{MoveID:14s,MovePP:5b}	Adamant	-	252	252	-	-	-
471		Glaceon	Focus Sash	{MoveID:220s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:318s,MovePP:20b}	{MoveID:57s,MovePP:5b}	Modest	-	-	252	252	-	-
448		Lucario	Muscle Band	{MoveID:415s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:362s,MovePP:10b}	{MoveID:208s,MovePP:15b}	Jolly	-	252	-	-	-	252
450		Hippowdon	Sitrus Berry	{MoveID:58s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:365s,MovePP:10b}	{MoveID:346s,MovePP:10b}	Adamant	-	252	-	-	252	-
476		Probopass	Scope Lens	{MoveID:286s,MovePP:5b}	{MoveID:464s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:184s,MovePP:5b}	Adamant	-	252	252	-	-	-
477		Dusknoir	Leftovers	{MoveID:16s,MovePP:10b}	{MoveID:207s,MovePP:15b}	{MoveID:21s,MovePP:10b}	{MoveID:26s,MovePP:15b}	Sassy	252	-	-	-	252	-
620		Mienshao	Focus Sash	{MoveID:113s,MovePP:20b}	{MoveID:324s,MovePP:10b}	{MoveID:168s,MovePP:10b}	{MoveID:254s,MovePP:20b}	Jolly	-	252	-	-	-	252
614		Beartic	Sitrus Berry	{MoveID:35s,MovePP:20b}	{MoveID:447s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:201s,MovePP:15b}	Adamant	-	252	252	-	-	-
626		Bouffalant	Sitrus Berry	{MoveID:35s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:542s,MovePP:15b}	{MoveID:268s,MovePP:10b}	Adamant	252	252	-	-	-	-
306		Aggron	Wide Lens	{MoveID:312s,MovePP:15b}	{MoveID:438s,MovePP:10b}	{MoveID:447s,MovePP:10b}	{MoveID:286s,MovePP:5b}	Adamant	-	252	252	-	-	-
365		Walrein	Leftovers	{MoveID:104s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:220s,MovePP:10b}	{MoveID:381s,MovePP:15b}	Modest	252	-	-	252	-	-
473		Mamoswine	Lax Incense	{MoveID:220s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:342s,MovePP:5b}	{MoveID:126s,MovePP:5b}	Adamant	252	252	-	-	-	-
131		Lapras	Bright Powder	{MoveID:104s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:129s,MovePP:10b}	Modest	252	-	-	252	-	-
169		Crobat	Razor Claw	{MoveID:462s,MovePP:20b}	{MoveID:443s,MovePP:15b}	{MoveID:288s,MovePP:15b}	{MoveID:435s,MovePP:15b}	Jolly	-	252	-	-	-	252
462		Magnezone	Bright Powder	{MoveID:229s,MovePP:10b}	{MoveID:221s,MovePP:10b}	{MoveID:430s,MovePP:10b}	{MoveID:123s,MovePP:20b}	Modest	-	-	252	252	-	-
464		Rhyperior	Focus Sash	{MoveID:87s,MovePP:5b}	{MoveID:447s,MovePP:10b}	{MoveID:268s,MovePP:10b}	{MoveID:114s,MovePP:20b}	Impish	252	-	252	-	-	-
465		Tan{MoveID:11s,MovePP:20b}	Heat Rock	{MoveID:19s,MovePP:5b}	{MoveID:24s,MovePP:10b}	{MoveID:14s,MovePP:5b}	{MoveID:419s,MovePP:5b}	Modest	-	-	252	252	-	-
474		Porygon-Z	Expert Belt	{MoveID:129s,MovePP:10b}	{MoveID:105s,MovePP:10b}	{MoveID:381s,MovePP:15b}	{MoveID:229s,MovePP:10b}	Modest	252	-	-	252	-	-
584		Vanilluxe	Leftovers	{MoveID:220s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:221s,MovePP:10b}	{MoveID:385s,MovePP:5b}	Modest	252	-	-	252	-	-
604		Eelektross	Assault Vest	{MoveID:201s,MovePP:15b}	{MoveID:254s,MovePP:20b}	{MoveID:36s,MovePP:20b}	{MoveID:263s,MovePP:15b}	Brave	252	252	-	-	-	-
130		Gyarados	Wacan Berry	{MoveID:401s,MovePP:20b}	{MoveID:159s,MovePP:15b}	{MoveID:286s,MovePP:5b}	{MoveID:58s,MovePP:10b}	Jolly	-	252	-	-	-	252
143		Snorlax	Life Orb	{MoveID:12s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Adamant	-	252	252	-	-	-
230		Kingdra	Maranga Berry	{MoveID:216s,MovePP:5b}	{MoveID:103s,MovePP:5b}	{MoveID:437s,MovePP:10b}	{MoveID:105s,MovePP:10b}	Modest	170	-	-	170	-	170
242		Blissey	Leftovers	{MoveID:122s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:114s,MovePP:20b}	{MoveID:224s,MovePP:20b}	Bold	252	-	252	-	-	-
350		Milotic	Wide Lens	{MoveID:103s,MovePP:5b}	{MoveID:106s,MovePP:5b}	{MoveID:318s,MovePP:20b}	{MoveID:139s,MovePP:10b}	Calm	-	-	-	252	252	-
466		Electivire	Air Balloon	{MoveID:122s,MovePP:15b}	{MoveID:129s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:381s,MovePP:15b}	Modest	-	-	-	252	-	252
